ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
BDL,"Hartford, CT",TEB,"Teterboro, NJ"
BDL,"Hartford, CT",MPV,"Montpelier/Barre, VT"
BDL,"Hartford, CT",PDK,"Atlanta, GA"
BDL,"Hartford, CT",MVY,"Martha's Vineyard, MA"
BDL,"Hartford, CT",CMH,"Columbus, OH"
BDL,"Hartford, CT",ORF,"Norfolk, VA"
BDL,"Hartford, CT",PIT,"Pittsburgh, PA"
BDL,"Hartford, CT",CHS,"Charleston, SC"
BDL,"Hartford, CT",CHS,"Charleston, SC"
BDR,"Bridgeport, CT",HTO,"East Hampton, NY"
BDR,"Bridgeport, CT",ACK,"Nantucket, MA"
BDR,"Bridgeport, CT",MMU,"Morristown, NJ"
BDR,"Bridgeport, CT",MDW,"Chicago, IL"
BED,"Bedford, MA",TPA,"Tampa, FL"
BED,"Bedford, MA",MIA,"Miami, FL"
BED,"Bedford, MA",CMH,"Columbus, OH"
BED,"Bedford, MA",EWR,"Newark, NJ"
BED,"Bedford, MA",GSO,"Greensboro/High Point, NC"
BED,"Bedford, MA",BNA,"Nashville, TN"
BED,"Bedford, MA",ATL,"Atlanta, GA"
BED,"Bedford, MA",FLL,"Fort Lauderdale, FL"
BED,"Bedford, MA",MOB,"Mobile, AL"
BED,"Bedford, MA",EWR,"Newark, NJ"
BED,"Bedford, MA",ACK,"Nantucket, MA"
BED,"Bedford, MA",FOK,"Westhampton, NY"
BED,"Bedford, MA",BTP,"Butler, PA"
BED,"Bedford, MA",MVY,"Martha's Vineyard, MA"
BED,"Bedford, MA",ACK,"Nantucket, MA"
BED,"Bedford, MA",FOK,"Westhampton, NY"
BED,"Bedford, MA",PSM,"Portsmouth, NH"
BED,"Bedford, MA",ACK,"Nantucket, MA"
BED,"Bedford, MA",ISP,"Islip, NY"
BED,"Bedford, MA",TEB,"Teterboro, NJ"
BED,"Bedford, MA",MVY,"Martha's Vineyard, MA"
BED,"Bedford, MA",LEX,"Lexington, KY"
BED,"Bedford, MA",BFI,"Seattle, WA"
BED,"Bedford, MA",FOK,"Westhampton, NY"
BEH,"Benton Harbor/St. Joseph, MI",TEB,"Teterboro, NJ"
BEH,"Benton Harbor/St. Joseph, MI",MQY,"Smyrna, TN"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",UNK,"Unalakleet, AK"
BET,"Bethel, AK",MCG,"McGrath, AK"
BET,"Bethel, AK",AKN,"King Salmon, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",TOG,"Togiak, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",SYA,"Shemya, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",SNP,"St. Paul, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",SNP,"St. Paul, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",CDB,"Cold Bay, AK"
BET,"Bethel, AK",ANV,"Anvik, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",KOT,"Kotlik, AK"
BET,"Bethel, AK",AUK,"Alakanuk, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",SXP,"Sheldon Point, AK"
BET,"Bethel, AK",MYU,"Mekoryuk, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",AKN,"King Salmon, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",HPB,"Hooper Bay, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",VAK,"Chevak, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",SCM,"Scammon Bay, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",VAK,"Chevak, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",PQS,"Pilot Station, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",CHU,"Chuathbaluk, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",KLG,"Kalskag, AK"
BET,"Bethel, AK",HCR,"Holy Cross, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",CZF,"Cape Romanzof, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",AUK,"Alakanuk, AK"
BET,"Bethel, AK",SXP,"Sheldon Point, AK"
BET,"Bethel, AK",HPB,"Hooper Bay, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",SLQ,"Sleetmute, AK"
BET,"Bethel, AK",VAK,"Chevak, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",PQS,"Pilot Station, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",HCR,"Holy Cross, AK"
BET,"Bethel, AK",KGX,"Grayling, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",EHM,"Cape Newenham, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",SCM,"Scammon Bay, AK"
BET,"Bethel, AK",KOT,"Kotlik, AK"
BET,"Bethel, AK",CHU,"Chuathbaluk, AK"
BET,"Bethel, AK",RDV,"Red Devil, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",HCR,"Holy Cross, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",PQS,"Pilot Station, AK"
BET,"Bethel, AK",PTU,"Platinum, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KSM,"St. Mary's, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",PQS,"Pilot Station, AK"
BET,"Bethel, AK",PTU,"Platinum, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",MOU,"Mountain Village, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",PQS,"Pilot Station, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",KOT,"Kotlik, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",KLG,"Kalskag, AK"
BET,"Bethel, AK",KGX,"Grayling, AK"
BET,"Bethel, AK",KOT,"Kotlik, AK"
BET,"Bethel, AK",AUK,"Alakanuk, AK"
BET,"Bethel, AK",MYU,"Mekoryuk, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",KGX,"Grayling, AK"
BET,"Bethel, AK",SCM,"Scammon Bay, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",AKN,"King Salmon, AK"
BET,"Bethel, AK",ADQ,"Kodiak, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",ANI,"Aniak, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",TOG,"Togiak, AK"
BET,"Bethel, AK",HPB,"Hooper Bay, AK"
BET,"Bethel, AK",KLG,"Kalskag, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",ANI,"Aniak, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",KLG,"Kalskag, AK"
BET,"Bethel, AK",VAK,"Chevak, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",SCM,"Scammon Bay, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",MYU,"Mekoryuk, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",PTU,"Platinum, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",HPB,"Hooper Bay, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",ANI,"Aniak, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",WTL,"Tuntutuliak, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",BET,"Bethel, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",TLT,"Tuluksak, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",VAK,"Chevak, AK"
BET,"Bethel, AK",OOK,"Toksook, AK"
BET,"Bethel, AK",KPN,"Kipnuk, AK"
BET,"Bethel, AK",KWK,"Kwigillingok, AK"
BET,"Bethel, AK",SCM,"Scammon Bay, AK"
BET,"Bethel, AK",CYF,"Chefornak, AK"
BET,"Bethel, AK",KKH,"Kongiganak, AK"
BET,"Bethel, AK",MYU,"Mekoryuk, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",MLL,"Marshall, AK"
BET,"Bethel, AK",EEK,"Eek, AK"
BET,"Bethel, AK",WWT,"Newtok, AK"
BET,"Bethel, AK",ATT,"Atmautluak, AK"
BET,"Bethel, AK",NME,"Nightmute, AK"
BET,"Bethel, AK",KUK,"Kasigluk, AK"
BET,"Bethel, AK",TNK,"Tununak, AK"
BET,"Bethel, AK",PTU,"Platinum, AK"
BET,"Bethel, AK",GNU,"Goodnews Bay, AK"
BET,"Bethel, AK",PKA,"Napaskiak, AK"
BET,"Bethel, AK",HPB,"Hooper Bay, AK"
BET,"Bethel, AK",WNA,"Napakiak, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",NUP,"Nunapitchuk, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",RSH,"Russian Mission, AK"
BET,"Bethel, AK",1AK,"Mertarvik, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",ANI,"Aniak, AK"
BET,"Bethel, AK",KKI,"Akiachak, AK"
BET,"Bethel, AK",KWT,"Kwethluk, AK"
BET,"Bethel, AK",AKI,"Akiak, AK"
BET,"Bethel, AK",ANV,"Anvik, AK"
BET,"Bethel, AK",EMK,"Emmonak, AK"
BET,"Bethel, AK",EHM,"Cape Newenham, AK"
BET,"Bethel, AK",KWN,"Quinhagak, AK"
BET,"Bethel, AK",ZNC,"Nyac, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",ANC,"Anchorage, AK"
BET,"Bethel, AK",DLG,"Dillingham, AK"
BET,"Bethel, AK",ILI,"Iliamna, AK"
BFD,"Bradford, PA",PIT,"Pittsburgh, PA"
BFD,"Bradford, PA",IAD,"Washington, DC"
BFF,"Scottsbluff, NE",DEN,"Denver, CO"
BFF,"Scottsbluff, NE",DEN,"Denver, CO"
BFF,"Scottsbluff, NE",DGW,"Douglas, WY"
BFF,"Scottsbluff, NE",CPR,"Casper, WY"
BFF,"Scottsbluff, NE",HDN,"Hayden, CO"
BFF,"Scottsbluff, NE",DEN,"Denver, CO"
BFI,"Seattle, WA",HOU,"Houston, TX"
BFI,"Seattle, WA",DFW,"Dallas/Fort Worth, TX"
BFI,"Seattle, WA",LAX,"Los Angeles, CA"
BFI,"Seattle, WA",SNA,"Santa Ana, CA"
BFI,"Seattle, WA",SAN,"San Diego, CA"
BFI,"Seattle, WA",DAL,"Dallas, TX"
BFI,"Seattle, WA",MKC,"Kansas City, MO"
BFI,"Seattle, WA",SJU,"San Juan, PR"
BFI,"Seattle, WA",BWI,"Baltimore, MD"
BFI,"Seattle, WA",GEG,"Spokane, WA"
BFI,"Seattle, WA",RFD,"Rockford, IL"
BFI,"Seattle, WA",ANC,"Anchorage, AK"
BFI,"Seattle, WA",SBD,"San Bernardino, CA"
BFI,"Seattle, WA",SDF,"Louisville, KY"
BFI,"Seattle, WA",BOI,"Boise, ID"
BFI,"Seattle, WA",ONT,"Ontario, CA"
BFI,"Seattle, WA",SLC,"Salt Lake City, UT"
BFI,"Seattle, WA",PDX,"Portland, OR"
BFI,"Seattle, WA",PHX,"Phoenix, AZ"
BFI,"Seattle, WA",SDF,"Louisville, KY"
BFI,"Seattle, WA",ONT,"Ontario, CA"
BFI,"Seattle, WA",SDF,"Louisville, KY"
BFI,"Seattle, WA",VNY,"Van Nuys, CA"
BFI,"Seattle, WA",TEB,"Teterboro, NJ"
BFI,"Seattle, WA",PDX,"Portland, OR"
BFI,"Seattle, WA",BUR,"Burbank, CA"
BFI,"Seattle, WA",BOI,"Boise, ID"
BFI,"Seattle, WA",STS,"Santa Rosa, CA"
BFI,"Seattle, WA",HNL,"Honolulu, HI"
BFI,"Seattle, WA",DLG,"Dillingham, AK"
BFI,"Seattle, WA",ONT,"Ontario, CA"
BFI,"Seattle, WA",SAF,"Santa Fe, NM"
BFI,"Seattle, WA",SFO,"San Francisco, CA"
BFI,"Seattle, WA",DEN,"Denver, CO"
BFI,"Seattle, WA",MSP,"Minneapolis, MN"
BFI,"Seattle, WA",SEA,"Seattle, WA"
BFI,"Seattle, WA",HOU,"Houston, TX"
BFI,"Seattle, WA",LAX,"Los Angeles, CA"
BFI,"Seattle, WA",SJC,"San Jose, CA"
BFI,"Seattle, WA",PHX,"Phoenix, AZ"
BFI,"Seattle, WA",FRD,"Friday Harbor, WA"
BFI,"Seattle, WA",BFI,"Seattle, WA"
BFI,"Seattle, WA",FRD,"Friday Harbor, WA"
BFI,"Seattle, WA",ESD,"Eastsound, WA"
BFI,"Seattle, WA",RCE,"Roche Harbor, WA"
BFI,"Seattle, WA",FRD,"Friday Harbor, WA"
BFI,"Seattle, WA",ESD,"Eastsound, WA"
BFI,"Seattle, WA",LPS,"Lopez Island, WA"
BFI,"Seattle, WA",LMT,"Klamath Falls, OR"
BFI,"Seattle, WA",PAE,"Everett, WA"
BFI,"Seattle, WA",OTS,"Anacortes, WA"
BFI,"Seattle, WA",BLI,"Bellingham, WA"
BFI,"Seattle, WA",ESD,"Eastsound, WA"
BFI,"Seattle, WA",LPS,"Lopez Island, WA"
BFI,"Seattle, WA",MVW,"Burlington/Mount Vernon, WA"
BFI,"Seattle, WA",HPN,"White Plains, NY"
BFI,"Seattle, WA",VNY,"Van Nuys, CA"
BFI,"Seattle, WA",BGR,"Bangor, ME"
BFL,"Bakersfield, CA",ORD,"Chicago, IL"
BFL,"Bakersfield, CA",PHX,"Phoenix, AZ"
BFL,"Bakersfield, CA",DEN,"Denver, CO"
BFL,"Bakersfield, CA",GJT,"Grand Junction, CO"
BFL,"Bakersfield, CA",TUL,"Tulsa, OK"
BFL,"Bakersfield, CA",LAX,"Los Angeles, CA"
BFL,"Bakersfield, CA",SFO,"San Francisco, CA"
BFL,"Bakersfield, CA",PHX,"Phoenix, AZ"
BFL,"Bakersfield, CA",ONT,"Ontario, CA"
BFL,"Bakersfield, CA",SBA,"Santa Barbara, CA"
BFL,"Bakersfield, CA",IFP,"Bullhead City, AZ"
BFL,"Bakersfield, CA",DFW,"Dallas/Fort Worth, TX"
BFL,"Bakersfield, CA",PHX,"Phoenix, AZ"
BFL,"Bakersfield, CA",GRK,"Killeen, TX"
BFM,"Mobile, AL",MEM,"Memphis, TN"
BFM,"Mobile, AL",ATL,"Atlanta, GA"
BFM,"Mobile, AL",BTR,"Baton Rouge, LA"
BFM,"Mobile, AL",IN2,"Indianapolis, IN"
BGM,"Binghamton, NY",DTW,"Detroit, MI"
BGM,"Binghamton, NY",BLM,"Belmar/Farmingdale, NJ"
BGR,"Bangor, ME",DTW,"Detroit, MI"
BGR,"Bangor, ME",BDL,"Hartford, CT"
BGR,"Bangor, ME",BOS,"Boston, MA"
BGR,"Bangor, ME",JFK,"New York, NY"
BGR,"Bangor, ME",EWR,"Newark, NJ"
BGR,"Bangor, ME",CLT,"Charlotte, NC"
BGR,"Bangor, ME",PHL,"Philadelphia, PA"
BGR,"Bangor, ME",PHL,"Philadelphia, PA"
BGR,"Bangor, ME",ATL,"Atlanta, GA"
BGR,"Bangor, ME",SFB,"Sanford, FL"
BGR,"Bangor, ME",PIE,"St. Petersburg, FL"
BGR,"Bangor, ME",SFB,"Sanford, FL"
BGR,"Bangor, ME",PIE,"St. Petersburg, FL"
BGR,"Bangor, ME",FLL,"Fort Lauderdale, FL"
BGR,"Bangor, ME",IAD,"Washington, DC"
BGR,"Bangor, ME",DFW,"Dallas/Fort Worth, TX"
BGR,"Bangor, ME",PHL,"Philadelphia, PA"
BGR,"Bangor, ME",MIA,"Miami, FL"
BGR,"Bangor, ME",ORD,"Chicago, IL"
BGR,"Bangor, ME",PWM,"Portland, ME"
BGR,"Bangor, ME",EWR,"Newark, NJ"
BGR,"Bangor, ME",IAD,"Washington, DC"
BGR,"Bangor, ME",SWF,"Newburgh/Poughkeepsie, NY"
BGR,"Bangor, ME",BOS,"Boston, MA"
BGR,"Bangor, ME",DCA,"Washington, DC"
BGR,"Bangor, ME",DTW,"Detroit, MI"
BGR,"Bangor, ME",EWR,"Newark, NJ"
BGR,"Bangor, ME",JFK,"New York, NY"
BGR,"Bangor, ME",ORD,"Chicago, IL"
BGR,"Bangor, ME",EWR,"Newark, NJ"
BGR,"Bangor, ME",ORD,"Chicago, IL"
BGR,"Bangor, ME",FRG,"East Farmingdale, NY"
BGR,"Bangor, ME",LAS,"Las Vegas, NV"
BGR,"Bangor, ME",HPN,"White Plains, NY"
BHB,"Bar Harbor, ME",BOS,"Boston, MA"
BHB,"Bar Harbor, ME",ACK,"Nantucket, MA"
BHB,"Bar Harbor, ME",SDF,"Louisville, KY"
BHM,"Birmingham, AL",DTW,"Detroit, MI"
BHM,"Birmingham, AL",LGA,"New York, NY"
BHM,"Birmingham, AL",DTW,"Detroit, MI"
BHM,"Birmingham, AL",IAH,"Houston, TX"
BHM,"Birmingham, AL",DEN,"Denver, CO"
BHM,"Birmingham, AL",OKC,"Oklahoma City, OK"
BHM,"Birmingham, AL",IAH,"Houston, TX"
BHM,"Birmingham, AL",PHL,"Philadelphia, PA"
BHM,"Birmingham, AL",CLT,"Charlotte, NC"
BHM,"Birmingham, AL",PHL,"Philadelphia, PA"
BHM,"Birmingham, AL",CLT,"Charlotte, NC"
BHM,"Birmingham, AL",PHL,"Philadelphia, PA"
